#cooccurred genus in D006262: Health; The state of the organism when it functions optimally without evidence of disease.																	
#in total 12485 valid runs were included in GMrepo.																	
#please consult our web site for more details.																	
phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
D006262	genus	836	33042	0.00063411	-0.041409886	3.56E-44	-0.167843176	215	151	6438	5681	1.256396864	0.037978523	1.012354705	1.562470175	Porphyromonas	Coprococcus
D006262	genus	836	35832	6.01E-07	-0.081775334	4.85E-123	-0.373102526	119	247	3349	8770	1.261645608	0.043913322	1.00135894	1.582380873	Porphyromonas	Bilophila
D006262	genus	836	39948	0.007985972	-0.036655563	4.15E-59	-0.221314474	220	146	4870	7249	2.242819689	4.69E-14	1.80514737	2.792936748	Porphyromonas	Dialister
D006262	genus	836	40544	2.80E-06	-0.088169767	1.27E-136	-0.444451467	108	258	2449	9670	1.652802781	3.17E-05	1.302000745	2.086651292	Porphyromonas	Sutterella
D006262	genus	836	117563	7.35E-06	0.183860549	4.65E-33	-0.466523128	66	300	221	11898	11.83709266	6.59E-41	8.647766395	16.04711117	Porphyromonas	Granulicatella
D006262	genus	836	172900	0.001529612	-0.137453496	1.71E-88	-0.72813133	22	344	163	11956	4.689158568	2.34E-08	2.82318315	7.458190355	Porphyromonas	Victivallis
D006262	genus	836	239759	0.012746339	-0.025904045	2.41E-08	-0.057987926	291	75	8879	3240	1.415749124	0.008098295	1.091139066	1.856104375	Porphyromonas	Alistipes
D006262	genus	836	239934	0.001808549	-0.046643144	4.69E-45	-0.208366802	201	165	4106	8013	2.377164816	5.57E-16	1.918233061	2.949215623	Porphyromonas	Akkermansia
D006262	genus	836	283168	9.75E-06	-0.059094266	6.53E-69	-0.231436369	198	168	5228	6891	1.553384973	3.59E-05	1.254204126	1.925763327	Porphyromonas	Odoribacter
D006262	genus	836	459786	0.007423327	-0.031111501	8.58E-10	-0.071206328	273	93	7038	5081	2.119099656	1.02E-10	1.663960586	2.718820846	Porphyromonas	Oscillibacter
D006262	genus	836	990721	1.28E-05	-0.106758225	2.10E-129	-0.545206882	75	291	1297	10822	2.150310374	9.27E-08	1.634643081	2.800276798	Porphyromonas	Christensenella
D006262	genus	836	1279388	4.92E-05	-0.139496317	2.46E-184	-0.795012052	24	342	475	11644	1.720159779	0.019951983	1.076086069	2.634855141	Porphyromonas	Kandleria
D006262	genus	836	1505663	0.008407426	-0.041140843	1.71E-31	-0.180842894	212	154	3736	8383	3.088614822	8.45E-26	2.488656562	3.839924458	Porphyromonas	Erysipelatoclostridium
D006262	genus	836	1506553	0.003953557	-0.038306767	4.74E-16	-0.107633764	261	105	5292	6827	3.206434281	8.22E-26	2.539346712	4.072622222	Porphyromonas	Lachnoclostridium
D006262	genus	836	1508657	0.001608458	-0.04155713	4.03E-09	-0.077420085	270	96	5393	6726	3.507332762	5.51E-29	2.760700528	4.487283256	Porphyromonas	Ruminiclostridium
D006262	genus	836	1573534	0.019708785	-0.103845572	4.32E-84	-0.727270061	11	355	138	11981	2.689672207	0.004427344	1.300229101	5.023297646	Porphyromonas	Faecalitalea
D006262	genus	836	1573535	1.83E-06	-0.112305589	3.85E-163	-0.581718994	60	306	1430	10689	1.465595434	0.010896912	1.086140387	1.950160507	Porphyromonas	Holdemanella
D006262	genus	838	841	3.96E-25	-0.104746352	1.63E-125	-0.238226205	4111	939	4672	2763	2.588979238	3.29E-114	2.376203449	2.822256137	Prevotella	Roseburia
D006262	genus	838	906	0.009490809	-0.034323676	5.96E-128	-0.310614256	624	4426	660	6775	1.447151175	4.80E-10	1.2866332	1.62761701	Prevotella	Megasphaera
D006262	genus	838	1378	6.45E-05	-0.055711702	7.33E-47	-0.198604084	91	4959	88	7347	1.53196211	0.005607474	1.12755378	2.08237775	Prevotella	Gemella
D006262	genus	838	1716	5.71E-06	-0.062782088	2.27E-66	-0.235037966	224	4826	164	7271	2.057746367	3.68E-12	1.669114495	2.541153679	Prevotella	Corynebacterium
D006262	genus	838	2132	1.41E-20	-0.127299139	3.11E-118	-0.309879911	561	4489	246	7189	3.651746811	1.70E-66	3.122824201	4.27960248	Prevotella	Spiroplasma
D006262	genus	838	2147	3.60E-10	-0.085753315	2.12E-97	-0.281140476	312	4738	280	7155	1.68259092	7.27E-10	1.421198127	1.992908389	Prevotella	Acholeplasma
D006262	genus	838	2316	0.002934499	-0.041647796	1.94E-13	-0.102722344	115	4935	49	7386	3.512209381	1.54E-14	2.487887686	5.022791055	Prevotella	Methanosphaera
D006262	genus	838	2740	0.001515071	-0.044455106	1.03E-05	-0.061788485	114	4936	38	7397	4.495208765	4.11E-18	3.083053635	6.68500056	Prevotella	Peptococcus
D006262	genus	838	13334	8.74E-05	0.05517411	2.15E-07	0.072894859	76	4974	1	7434	113.5354413	4.42E-29	19.75435138	4430.0855	Prevotella	Anaerobiospirillum
D006262	genus	838	32067	0.02764626	-0.030972066	0.026763542	-0.031150302	65	4985	6	7429	16.14194924	1.54E-19	7.019627762	45.61043418	Prevotella	Leptotrichia
D006262	genus	838	39948	0.000419897	-0.040244562	2.46E-244	-0.36761502	2462	2588	2628	4807	1.740045868	2.18E-50	1.616722011	1.872895322	Prevotella	Dialister
D006262	genus	838	46255	0.008954023	-0.036540033	8.56E-30	-0.157555827	85	4965	66	7369	1.911300777	8.13E-05	1.366525875	2.683485927	Prevotella	Weissella
D006262	genus	838	52784	7.11E-12	-0.094551297	2.07E-108	-0.298743799	192	4858	186	7249	1.54021543	3.97E-05	1.248150691	1.901122871	Prevotella	Anaerofilum
D006262	genus	838	59735	0.002493817	-0.042512473	3.65E-06	-0.065053483	22	5028	8	7427	4.061646096	0.000303255	1.739877942	10.56178655	Prevotella	Bergeyella
D006262	genus	838	66831	0.016734189	-0.033559732	4.99E-14	-0.1053901	42	5008	32	7403	1.94011486	0.005905014	1.194026094	3.179775593	Prevotella	Facklamia
D006262	genus	838	83770	6.43E-07	0.069974195	5.47E-08	0.076384384	48	5002	1	7434	71.27990975	3.52E-18	12.19495773	2833.581738	Prevotella	Succinivibrio
D006262	genus	838	84108	2.43E-09	-0.082966662	5.63E-20	-0.126959882	289	4761	106	7329	4.196494118	8.62E-41	3.337273299	5.309216609	Prevotella	Slackia
D006262	genus	838	86331	3.47E-05	-0.058093918	0.000490742	-0.048922868	208	4842	23	7412	13.84142842	3.86E-57	8.961711934	22.34014861	Prevotella	Mogibacterium
D006262	genus	838	100175	2.08E-06	-0.06647003	5.43E-17	-0.117053521	65	4985	39	7396	2.472582321	7.31E-06	1.634526819	3.784051333	Prevotella	Papillibacter
D006262	genus	838	133925	0.036542696	-0.029246946	3.09E-05	-0.058247997	203	4847	61	7374	5.062220224	6.99E-34	3.77553503	6.871472181	Prevotella	Olsenella
D006262	genus	838	160795	0.008350543	-0.037035075	7.10E-08	-0.075580285	31	5019	21	7414	2.180494164	0.006605975	1.211922813	3.997071333	Prevotella	Ureibacillus
D006262	genus	838	162289	0.002444088	-0.041980304	1.20E-58	-0.221023795	347	4703	158	7277	3.397870037	4.14E-39	2.796733397	4.142780778	Prevotella	Peptoniphilus
D006262	genus	838	165779	0.015850608	-0.033718674	1.72E-30	-0.159441045	127	4923	68	7367	2.794604246	3.02E-12	2.060720644	3.818042329	Prevotella	Anaerococcus
D006262	genus	838	166484	0.014283367	-0.034376811	5.22E-22	-0.134734748	53	4997	29	7406	2.708434519	1.24E-05	1.688420818	4.424352982	Prevotella	Caminicella
D006262	genus	838	184869	0.003880812	-0.040437064	1.62E-23	-0.139324836	53	4997	48	7387	1.632163032	0.01455855	1.081578188	2.46864378	Prevotella	Varibaculum
D006262	genus	838	204475	0.037453506	-0.029157806	6.39E-30	-0.158257264	56	4994	43	7392	1.927605509	0.00133813	1.270133693	2.943225939	Prevotella	Gemmiger
D006262	genus	838	246875	0.005130453	-0.039261606	1.51E-12	-0.099028098	36	5014	30	7405	1.772103084	0.023155648	1.059725121	2.983386133	Prevotella	Algoriphagus
D006262	genus	838	253238	0.000220011	-0.051620402	2.12E-26	-0.147815663	88	4962	69	7366	1.893099603	7.81E-05	1.362682982	2.638959842	Prevotella	Ethanoligenens
D006262	genus	838	423604	7.67E-05	0.055612605	0.000131263	0.053781253	33	5017	1	7434	48.82791534	2.07E-12	8.178255875	1970.130899	Prevotella	Elusimicrobium
D006262	genus	838	674963	0.006116865	-0.038523204	5.60E-06	-0.063770023	19	5031	13	7422	2.156029524	0.031458304	1.009109208	4.754715335	Prevotella	Succinatimonas
D006262	genus	838	762551	0.002377406	-0.042652013	5.09E-08	-0.076399147	74	4976	23	7412	4.791879076	7.45E-13	2.961782743	8.030817966	Prevotella	Jejuia
D006262	genus	838	1236988	0.015622052	-0.033985683	6.09E-09	-0.081619389	48	5002	10	7425	7.122784801	4.48E-11	3.554663357	15.80259192	Prevotella	Geofilum
D006262	genus	838	1505657	2.36E-34	-0.153532546	0	-0.493123709	1075	3975	1215	6220	1.384406396	3.45E-12	1.262300291	1.518208609	Prevotella	Intestinibacter
D006262	genus	838	1506577	1.88E-10	-0.08616154	8.82E-219	-0.40892591	393	4657	400	7035	1.484105044	8.47E-08	1.281558474	1.718745062	Prevotella	Tyzzerella
D006262	genus	838	1573535	8.98E-18	-0.11644222	1.05E-35	-0.16851566	1137	3913	353	7082	5.828467534	7.28E-198	5.133925338	6.628837195	Prevotella	Holdemanella
D006262	genus	841	864	0.000225155	-0.039157473	7.85E-20	-0.096566784	350	8433	88	3614	1.704412855	4.36E-06	1.340894618	2.185700628	Roseburia	Pectinatus
D006262	genus	841	872	5.13E-09	-0.061267948	1.17E-36	-0.132153922	1561	7222	297	3405	2.477857988	1.05E-48	2.172380877	2.833328408	Roseburia	Desulfovibrio
D006262	genus	841	904	0.000182172	-0.038865784	6.62E-84	-0.199592982	2147	6636	485	3217	2.145880937	1.04E-48	1.926150393	2.39379557	Roseburia	Acidaminococcus
D006262	genus	841	1573	6.41E-07	-0.052937571	3.32E-34	-0.129218886	300	8483	51	3651	2.531552076	2.85E-11	1.870934799	3.486091443	Roseburia	Clavibacter
D006262	genus	841	2132	7.90E-13	-0.075641594	1.36E-97	-0.219019451	646	8137	161	3541	1.746026227	1.19E-10	1.460009653	2.097757601	Roseburia	Spiroplasma
D006262	genus	841	2316	0.011300255	-0.02699757	3.75E-08	-0.058599929	143	8640	21	3681	2.900860383	4.27E-07	1.823791161	4.839244978	Roseburia	Methanosphaera
D006262	genus	841	2740	0.006296365	-0.029107256	1.59E-06	-0.051107956	127	8656	25	3677	2.157832264	0.000223385	1.394239589	3.465506458	Roseburia	Peptococcus
D006262	genus	841	2745	0.006533073	-0.028957804	2.99E-37	-0.135191937	134	8649	37	3665	1.534626461	0.022517455	1.05699659	2.277145379	Roseburia	Halomonas
D006262	genus	841	33024	8.07E-05	0.042036627	3.50E-45	0.149627909	624	8159	7	3695	40.36575794	1.74E-86	19.45456861	100.8342951	Roseburia	Phascolarctobacterium
D006262	genus	841	35832	0.000140087	-0.039247973	1.76E-16	-0.084781868	2842	5941	626	3076	2.350444752	1.48E-73	2.13180596	2.593960212	Roseburia	Bilophila
D006262	genus	841	39948	6.61E-05	-0.040573274	3.77E-68	-0.176080983	4208	4575	882	2820	2.940552383	3.95E-144	2.695219075	3.209855542	Roseburia	Dialister
D006262	genus	841	40544	0.027292296	0.023058052	0.005285204	-0.029133401	2176	6607	381	3321	2.870491731	1.72E-82	2.552788078	3.234232163	Roseburia	Sutterella
D006262	genus	841	44249	1.39E-06	-0.051193135	5.52E-33	-0.126470227	344	8439	96	3606	1.531116917	0.000193432	1.213366293	1.947100412	Roseburia	Paenibacillus
D006262	genus	841	44748	1.72E-31	-0.121631235	2.56E-178	-0.29126848	2065	6718	364	3338	2.818549785	1.07E-76	2.500420161	3.18342216	Roseburia	Sporobacter
D006262	genus	841	52225	0.001733077	-0.033273207	2.41E-15	-0.083977919	429	8354	78	3624	2.385784897	3.70E-14	1.864093501	3.087193148	Roseburia	Mitsuokella
D006262	genus	841	66831	0.017986082	-0.0252288	2.04E-14	-0.081430156	63	8720	11	3691	2.424099844	0.004619649	1.265034187	5.106750462	Roseburia	Facklamia
D006262	genus	841	84108	7.34E-07	-0.052644307	1.40E-32	-0.125939016	339	8444	56	3646	2.613682275	4.09E-13	1.959353564	3.542398891	Roseburia	Slackia
D006262	genus	841	84111	0.018798307	-0.024498948	2.94E-99	-0.217884367	1282	7501	414	3288	1.35731817	2.58E-07	1.204784636	1.531389637	Roseburia	Eggerthella
D006262	genus	841	100175	1.58E-06	-0.051139241	2.15E-27	-0.115198878	84	8699	20	3682	1.777649609	0.017778182	1.079677252	3.062271166	Roseburia	Papillibacter
D006262	genus	841	135858	0.00638523	0.029077856	2.33E-10	0.067511418	372	8411	13	3689	12.54928349	3.51E-41	7.237477131	23.82341778	Roseburia	Catenibacterium
D006262	genus	841	158846	0.001284536	0.03422258	0.012511949	-0.026550281	635	8148	64	3638	4.42913342	3.29E-41	3.410719055	5.839256514	Roseburia	Megamonas
D006262	genus	841	292632	5.32E-29	0.115625704	5.78E-127	0.24501211	3672	5111	500	3202	4.600444906	1.70E-227	4.146048855	5.111904689	Roseburia	Subdoligranulum
D006262	genus	841	442430	0.000328823	-0.038276563	2.88E-17	-0.089922527	86	8697	17	3685	2.143361088	0.00320587	1.261755514	3.853652887	Roseburia	Coraliomargarita
D006262	genus	841	447020	1.29E-09	0.064678093	1.68E-22	0.103835471	516	8267	6	3696	38.44432582	6.04E-71	17.52455915	105.2720543	Roseburia	Adlercreutzia
D006262	genus	841	577309	2.28E-06	-0.049551364	1.79E-15	-0.083297745	2645	6138	309	3393	4.731022325	3.85E-173	4.171947766	5.3798656	Roseburia	Paraprevotella
D006262	genus	841	577310	3.79E-12	-0.071922411	1.71E-83	-0.198744375	2836	5947	519	3183	2.924189874	1.60E-106	2.636074781	3.248322622	Roseburia	Parasutterella
D006262	genus	841	1279388	8.95E-07	-0.052092889	3.83E-47	-0.152101435	395	8388	104	3598	1.629112618	6.38E-06	1.304567833	2.049271105	Roseburia	Kandleria
D006262	genus	841	1506577	0.003885239	-0.030577038	2.23E-23	-0.105231566	661	8122	132	3570	2.200944824	3.23E-18	1.81519003	2.684994608	Roseburia	Tyzzerella
D006262	genus	841	1573535	1.14E-10	-0.067975918	1.74E-57	-0.167488358	1295	7488	195	3507	3.110066174	3.53E-57	2.658301305	3.653608075	Roseburia	Holdemanella
D006262	genus	846	872	0.00562276	-0.063122384	1.19E-05	-0.09968293	117	65	1741	10562	10.91622318	7.40E-53	7.958984403	15.09302925	Oxalobacter	Desulfovibrio
D006262	genus	846	2172	2.39E-05	-0.095941124	2.17E-55	-0.345742506	54	128	1751	10552	2.542046926	1.03E-07	1.806735688	3.535638035	Oxalobacter	Methanobrevibacter
D006262	genus	846	35832	0.007470349	-0.045024647	0.002950014	-0.050030652	121	61	3347	8956	5.306973475	8.50E-28	3.859284505	7.362829759	Oxalobacter	Bilophila
D006262	genus	846	102106	2.46E-06	-0.066843032	2.08E-22	-0.137656314	115	67	4777	7526	2.703943743	5.73E-11	1.978793532	3.719630719	Oxalobacter	Collinsella
D006262	genus	846	104264	1.19E-06	-0.337199446	2.75E-12	-0.470228808	4	178	16	12287	17.2398157	0.000176336	4.15251615	54.23819553	Oxalobacter	Cellulophaga
D006262	genus	846	216851	2.05E-05	-0.041903769	2.50E-08	-0.054808412	173	9	10144	2159	4.090892798	5.81E-07	2.101017843	9.113097207	Oxalobacter	Faecalibacterium
D006262	genus	846	239934	1.87E-15	0.120292327	2.18E-12	0.106352282	151	31	4156	8147	9.547353701	8.37E-42	6.439322945	14.56724015	Oxalobacter	Akkermansia
D006262	genus	846	244127	2.93E-05	-0.06939998	9.63E-60	-0.266131451	71	111	3438	8865	1.649259724	0.001514933	1.203525535	2.24775072	Oxalobacter	Anaerotruncus
D006262	genus	846	283168	0.00135289	0.043250476	0.00067861	-0.045860237	121	61	5305	6998	2.616449617	3.46E-10	1.903550056	3.628190702	Oxalobacter	Odoribacter
D006262	genus	846	292632	3.20E-22	0.148968679	1.82E-19	0.138766523	164	18	4008	8295	18.85316159	2.68E-58	11.54144954	32.68386594	Oxalobacter	Subdoligranulum
D006262	genus	846	375288	3.68E-10	0.06424523	1.81E-14	0.0785213	181	1	9316	2987	58.11953585	1.78E-20	10.27528529	2279.938338	Oxalobacter	Parabacteroides
D006262	genus	846	397864	0.006020419	-0.038403573	5.77E-05	-0.056211937	124	58	4932	7371	3.194895729	3.93E-14	2.315619596	4.452183382	Oxalobacter	Barnesiella
D006262	genus	846	572511	0.000780649	-0.032943031	2.16E-10	-0.062215624	174	8	10215	2088	4.445506107	3.81E-07	2.20193017	10.47792237	Oxalobacter	Blautia
D006262	genus	846	638847	1.96E-06	-0.324431718	4.86E-15	-0.510029094	3	179	24	12279	8.570094088	0.006890565	1.637237396	28.61931119	Oxalobacter	Pyramidobacter
D006262	genus	846	644652	6.54E-06	-0.22518797	6.33E-55	-0.681275455	29	153	211	12092	10.85808548	8.90E-19	6.873368112	16.6712022	Oxalobacter	Gordonibacter
D006262	genus	848	906	0.00140323	-0.074814641	9.36E-272	-0.703330673	115	536	1169	10665	1.957301527	3.83E-09	1.571800134	2.421499868	Fusobacterium	Megasphaera
D006262	genus	848	970	0.042545043	-0.07662623	5.30E-23	-0.360995086	14	637	50	11784	5.177939079	4.04E-06	2.629096338	9.577216565	Fusobacterium	Selenomonas
D006262	genus	848	52784	0.00129317	-0.101863947	5.87E-199	-0.773598905	34	617	344	11490	1.84056428	0.002009978	1.242433404	2.650115955	Fusobacterium	Anaerofilum
D006262	genus	848	86331	0.02838321	-0.075905299	1.23E-63	-0.537580502	48	603	183	11651	5.066421946	7.62E-17	3.569060046	7.078744355	Fusobacterium	Mogibacterium
D006262	genus	848	102106	0.000251105	-0.050469774	1.35E-141	-0.339056967	285	366	4607	7227	1.221497264	0.014933034	1.037946587	1.436434856	Fusobacterium	Collinsella
D006262	genus	848	543311	2.12E-07	0.197670178	2.03E-07	-0.197977139	24	627	27	11807	16.7240339	6.55E-18	9.180550987	30.30937061	Fusobacterium	Parvimonas
D006262	genus	848	574697	3.19E-07	-0.130152353	3.87E-280	-0.752784444	76	575	881	10953	1.64316227	0.000194123	1.263668339	2.112715042	Fusobacterium	Butyricimonas
D006262	genus	848	1508657	5.18E-07	-0.064878253	4.12E-153	-0.331358704	338	313	5325	6509	1.319939009	0.000583561	1.123558467	1.551062173	Fusobacterium	Ruminiclostridium
D006262	genus	864	872	5.26E-10	-0.132068751	3.23E-160	-0.531372663	101	337	1757	10290	1.755137496	4.02E-06	1.382983322	2.21210103	Pectinatus	Desulfovibrio
D006262	genus	864	904	0.004967587	-0.053083289	3.04E-42	-0.253345784	271	167	2361	9686	6.655943223	1.61E-79	5.439063621	8.16371365	Pectinatus	Acidaminococcus
D006262	genus	864	970	0.001800398	-0.139815356	1.47E-36	-0.525493084	6	432	58	11989	2.870508304	0.024344903	1.006464467	6.685766218	Pectinatus	Selenomonas
D006262	genus	864	1243	0.004260183	-0.126863594	6.36E-45	-0.569948857	7	431	68	11979	2.860679828	0.015920853	1.101771271	6.270522314	Pectinatus	Leuconostoc
D006262	genus	864	1263	0.000413162	-0.037574284	3.45E-14	-0.080546836	359	79	8392	3655	1.979104183	1.05E-08	1.542081799	2.566174698	Pectinatus	Ruminococcus
D006262	genus	864	1301	0.035237659	-0.024989571	4.94E-15	-0.092722325	340	98	6662	5385	2.804048408	1.18E-21	2.226682093	3.55794836	Pectinatus	Streptococcus
D006262	genus	864	1350	0.020048313	-0.059253805	5.19E-226	-0.698764344	55	383	1102	10945	1.426205153	0.018698843	1.047712679	1.910254661	Pectinatus	Enterococcus
D006262	genus	864	1386	0.009784505	-0.067543794	5.85E-136	-0.586733011	113	325	1024	11023	3.741832859	1.39E-25	2.965254547	4.695863264	Pectinatus	Bacillus
D006262	genus	864	1485	0.004960902	-0.032451874	3.52E-60	-0.187373068	306	132	7056	4991	1.639679386	1.89E-06	1.328139574	2.033183942	Pectinatus	Clostridium
D006262	genus	864	1678	0.006822042	-0.028082239	6.61E-10	-0.064045006	406	32	8842	3205	4.598733511	4.71E-24	3.197078343	6.830175231	Pectinatus	Bifidobacterium
D006262	genus	864	1730	0.000106278	-0.039619084	1.09E-14	-0.078908474	392	46	9127	2920	2.726369415	7.77E-13	1.99859319	3.796584962	Pectinatus	Eubacterium
D006262	genus	864	2740	0.000922149	-0.138051644	1.39E-69	-0.648167108	17	421	135	11912	3.562306323	2.38E-05	1.996984696	5.986000008	Pectinatus	Peptococcus
D006262	genus	864	13687	0.048251708	-0.084262339	1.47E-72	-0.668737197	11	427	112	11935	2.744801133	0.003955405	1.321940306	5.152119706	Pectinatus	Sphingomonas
D006262	genus	864	33042	0.000250182	-0.044372617	4.31E-39	-0.157568882	284	154	6369	5678	1.644004888	7.67E-07	1.341868103	2.020310023	Pectinatus	Coprococcus
D006262	genus	864	39948	0.000369152	-0.049192257	3.33E-39	-0.179579403	291	147	4799	7248	2.98954375	4.31E-28	2.434754348	3.683258489	Pectinatus	Dialister
D006262	genus	864	44748	6.59E-09	-0.111634228	1.24E-131	-0.446275761	181	257	2248	9799	3.069304064	7.76E-27	2.509583081	3.748673362	Pectinatus	Sporobacter
D006262	genus	864	52225	0.000276521	-0.120403353	1.78E-177	-0.767950661	37	401	470	11577	2.272617517	3.26E-05	1.557331684	3.232949005	Pectinatus	Mitsuokella
D006262	genus	864	52784	1.86E-05	-0.151760708	2.72E-180	-0.804572484	27	411	351	11696	2.188925104	0.000500506	1.404682938	3.287509783	Pectinatus	Anaerofilum
D006262	genus	864	102106	0.002399773	-0.042658684	1.12E-32	-0.166201126	268	170	4624	7423	2.530556495	4.35E-21	2.072745646	3.096235107	Pectinatus	Collinsella
D006262	genus	864	118747	0.007152162	-0.117709627	7.90E-55	-0.611870117	9	429	83	11964	3.02353268	0.004908714	1.326785465	6.075123981	Pectinatus	Bulleidia
D006262	genus	864	133925	0.004360233	-0.10984553	1.93E-126	-0.757966103	30	408	234	11813	3.711628115	1.31E-08	2.41775299	5.522795902	Pectinatus	Olsenella
D006262	genus	864	160795	5.97E-16	0.370011739	1.71E-08	0.262766609	43	395	9	12038	145.8640259	9.70E-55	69.27496736	340.520742	Pectinatus	Ureibacillus
D006262	genus	864	189330	0.010976609	-0.032700452	2.35E-20	-0.118476969	297	141	5611	6436	2.415934065	1.55E-18	1.963901023	2.983267998	Pectinatus	Dorea
D006262	genus	864	216851	0.030971531	0.021235382	9.13E-34	0.118807219	433	5	9884	2163	18.94962882	1.15E-29	8.043009012	58.7234674	Pectinatus	Faecalibacterium
D006262	genus	864	459786	3.86E-09	-0.068154906	2.37E-38	-0.149173032	295	143	7016	5031	1.479234541	0.0001387	1.203212472	1.825254924	Pectinatus	Oscillibacter
D006262	genus	864	577309	6.20E-07	-0.087669521	1.91E-145	-0.430321793	169	269	2785	9262	2.089268013	1.59E-12	1.705110761	2.55424865	Pectinatus	Paraprevotella
D006262	genus	864	577310	3.88E-05	-0.06802523	1.89E-148	-0.410409118	140	298	3215	8832	1.290581579	0.015747112	1.043788915	1.589585076	Pectinatus	Parasutterella
D006262	genus	864	1279388	8.67E-05	-0.132375471	8.65E-142	-0.722260979	63	375	436	11611	4.472927729	3.00E-19	3.312773514	5.964393976	Pectinatus	Kandleria
D006262	genus	864	1505657	5.41E-06	-0.090859614	1.58E-70	-0.344483875	230	208	2060	9987	5.359880525	7.00E-61	4.396333821	6.537479509	Pectinatus	Intestinibacter
D006262	genus	864	1506553	0.000247887	0.049067962	4.22E-24	0.135056194	418	20	5135	6912	28.12758677	2.77E-122	17.94744783	46.59008551	Pectinatus	Lachnoclostridium
D006262	genus	864	1573535	8.09E-06	-0.105440724	7.68E-132	-0.533593605	144	294	1346	10701	3.893769821	3.84E-32	3.141463625	4.808935731	Pectinatus	Holdemanella
D006262	genus	872	906	1.11E-08	-0.105758785	0	-0.635053038	238	1620	1046	9581	1.345642196	0.000161533	1.152822822	1.566231606	Desulfovibrio	Megasphaera
D006262	genus	872	970	0.000844406	-0.076512766	1.17E-19	-0.206030222	22	1836	42	10585	3.019519161	0.000112672	1.712366782	5.188449161	Desulfovibrio	Selenomonas
D006262	genus	872	1016	0.000356713	-0.079914384	6.12E-64	-0.365324686	38	1820	134	10493	1.634877992	0.01252807	1.105151367	2.368387505	Desulfovibrio	Capnocytophaga
D006262	genus	872	1569	0.003958467	-0.06640888	5.88E-15	-0.178665936	13	1845	23	10604	3.248111469	0.001354679	1.508377753	6.70050639	Desulfovibrio	Sporosarcina
D006262	genus	872	2132	6.77E-19	-0.175612596	0	-0.659691589	146	1712	661	9966	1.285756832	0.0091029	1.059574626	1.552318391	Desulfovibrio	Spiroplasma
D006262	genus	872	2316	1.47E-05	-0.097430402	2.38E-52	-0.333314959	51	1807	113	10514	2.625684715	1.08E-07	1.841155974	3.701152617	Desulfovibrio	Methanosphaera
D006262	genus	872	2740	9.43E-07	-0.110737189	1.13E-32	-0.264838852	59	1799	93	10534	3.714252012	3.50E-13	2.623380686	5.223515826	Desulfovibrio	Peptococcus
D006262	genus	872	2745	0.016585598	-0.053835826	2.34E-51	-0.329505775	49	1809	122	10505	2.332143817	3.58E-06	1.632448811	3.287738848	Desulfovibrio	Halomonas
D006262	genus	872	33024	2.28E-18	-0.178946518	2.86E-236	-0.606546829	138	1720	493	10134	1.649161768	1.67E-06	1.3460983	2.010280588	Desulfovibrio	Phascolarctobacterium
D006262	genus	872	39948	1.44E-18	-0.112199174	2.43E-288	-0.440501082	841	1017	4249	6378	1.24125458	2.15E-05	1.12248399	1.37242537	Desulfovibrio	Dialister
D006262	genus	872	40323	0.005203444	-0.064011457	1.52E-29	-0.254564364	16	1842	46	10581	1.997945578	0.029368544	1.053428546	3.604571621	Desulfovibrio	Stenotrophomonas
D006262	genus	872	41273	0.000264364	-0.08269071	1.23E-48	-0.323787205	37	1821	84	10543	2.549938171	1.39E-05	1.677851161	3.810104437	Desulfovibrio	Tissierella
D006262	genus	872	44748	0.000690326	-0.057104352	1.71E-129	-0.391377301	759	1099	1670	8957	3.70368021	5.10E-121	3.325251745	4.124442061	Desulfovibrio	Sporobacter
D006262	genus	872	52225	1.35E-07	-0.111058981	2.46E-172	-0.543235138	123	1735	384	10243	1.890818897	1.53E-08	1.52087065	2.338257627	Desulfovibrio	Mitsuokella
D006262	genus	872	61170	8.94E-21	-0.192648609	3.40E-150	-0.505359017	191	1667	455	10172	2.561171878	1.05E-22	2.134628349	3.064765094	Desulfovibrio	Holdemania
D006262	genus	872	80865	0.016045744	-0.055395135	1.99E-17	-0.193710235	21	1837	31	10596	3.906890471	6.86E-06	2.128756134	7.037877094	Desulfovibrio	Delftia
D006262	genus	872	83770	0.013289255	-0.056988313	3.84E-12	-0.158922083	20	1838	29	10598	3.976056672	9.35E-06	2.12709612	7.291909203	Desulfovibrio	Succinivibrio
D006262	genus	872	84108	6.09E-12	-0.148039342	4.38E-112	-0.459463567	116	1742	279	10348	2.469562282	7.39E-14	1.959454107	3.09707889	Desulfovibrio	Slackia
D006262	genus	872	86331	2.76E-05	-0.093628592	6.98E-47	-0.313656784	90	1768	141	10486	3.785240538	1.51E-19	2.858545949	4.991183932	Desulfovibrio	Mogibacterium
D006262	genus	872	100175	2.84E-05	-0.095030865	1.65E-30	-0.25683289	28	1830	76	10551	2.124012858	0.001280236	1.32163054	3.326235045	Desulfovibrio	Papillibacter
